dataset	sample	score	ontology	similarity	pca	Celltype..Original.	Consortia	Library	CellType..Condensed.
Original	R_ENCBS645HGQ	0.0888406020330006	Cosine	Spearman	Original	Muscle Of Back	Roadmap	Single	Muscle Of Back
Original	B_S00D1D11	0.485512099052388	Cosine	Spearman	Original	Acute Myeloid Leukemia	Blueprint	Paired	Acute Myeloid Leukemia
Original	B_C005VG11	0.524633358113911	Cosine	Spearman	Original	Macrophage	Blueprint	Paired	Macrophage
Combat	R_ENCBS984JKS	0.0558307867560116	Cosine	Spearman	Original	Muscle Of Leg	Roadmap	Single	Muscle Of Leg
Combat	R_ENCBS122USS	0.59244370157974	Cosine	Spearman	Original	Right Lung	Roadmap	Single	Lung
Combat	R_ENCBS020XIW	0.0445606102317016	Cosine	Spearman	Original	Muscle Of Back	Roadmap	Single	Muscle Of Back
Combat	R_ENCBS897YOR	0.0547187517943942	Cosine	Spearman	Original	Muscle Of Back	Roadmap	Single	Muscle Of Back
Combat	R_ENCBS484BGT	-0.237270860223339	Cosine	Spearman	Original	Thymus	Roadmap	Single	Thymus
Combat	E_293AAA	-0.172827991971807	Cosine	Spearman	Original	H7-Hesc	ENCODE	Single	H7-Hesc
Combat	E_372AAA	-0.0397868429189208	Cosine	Spearman	Original	Fibroblast Of Arm	ENCODE	Paired	Fibroblast
Combat	B_S00XUN11	0.538865913739964	Cosine	Spearman	Original	Acute Myeloid Leukemia	Blueprint	Paired	Acute Myeloid Leukemia
Combat	B_C0010KB1	0.552385039993023	Cosine	Spearman	Original	Cd14-Positive Monocyte	Blueprint	Paired	Monocyte
Combat	R_ENCBS119WRO	0.398149906605076	Cosine	Spearman	Original	Adrenal Gland	Roadmap	Single	Kidney
Combat	E_310EYM_210YNQ	-0.395363233701777	Cosine	Spearman	Original	Uterus	ENCODE	Paired	Uterus
Combat	R_ENCBS611ZBY	0.0569391374493961	Cosine	Spearman	Original	Muscle Of Leg	Roadmap	Single	Muscle Of Leg
Combat	R_ENCBS586CPQ	0.0463849370516714	Cosine	Spearman	Original	Muscle Of Arm	Roadmap	Single	Muscle Of Arm
Combat	E_236AFP_140MNV	-0.277843631815113	Cosine	Spearman	Original	Myotube	ENCODE	Single	Myotube
Combat	B_S013PY11	0.550175443746652	Cosine	Spearman	Original	Acute Myeloid Leukemia	Blueprint	Paired	Acute Myeloid Leukemia
Combat	E_624WYQ_702NUN	-0.29352377156157	Cosine	Spearman	Original	Thyroid Gland	ENCODE	Paired	Thyroid Gland
Combat	R_ENCBS507RPJ	0.0263762636549026	Cosine	Spearman	Original	Pancreas	Roadmap	Single	Pancreas
Combat	E_174MRL_767MGS	-0.202891966200615	Cosine	Spearman	Original	Transverse Colon	ENCODE	Paired	Transverse Colon
Combat	E_197JOA_315DHM	-0.337921919936093	Cosine	Spearman	Original	Testis	ENCODE	Paired	Testis
Combat	R_ENCBS588ZWT	-0.104431797328037	Cosine	Spearman	Original	Large Intestine	Roadmap	Single	Intestine
Combat	B_S00BYT11	0.535416006611899	Cosine	Spearman	Original	Macrophage - Lps	Blueprint	Single	Macrophage - Lps
Combat	B_C0066P12	0.562397324938981	Cosine	Spearman	Original	Cd8-Positive, Alpha-Beta T Cell	Blueprint	Paired	T-Cell
Combat	R_ENCBS336CDQ	-0.0507124898987241	Cosine	Spearman	Original	Skin Fibroblast	Roadmap	Single	Fibroblast
Combat	E_279OPH_711CPB	-0.469761718267709	Cosine	Spearman	Original	Ovary	ENCODE	Paired	Ovary
Combat	E_423TBO_548ULT	0.35290611538923	Cosine	Spearman	Original	Adrenal Gland	ENCODE	Paired	Intestine
Combat	E_869RCC_231OMQ	-0.255674659799113	Cosine	Spearman	Original	Lhcn-M2	ENCODE	Single	Lhcn-M2
Combat	R_ENCBS948PMG	-0.239350533948081	Cosine	Spearman	Original	Thymus	Roadmap	Single	Thymus
Combat	E_074ENC_911DVL_753AAA_754AAA	-0.0421861678094147	Cosine	Spearman	Original	Foreskin Fibroblast	ENCODE	Single	Fibroblast
Combat	R_ENCBS099OIO	0.0542766396064514	Cosine	Spearman	Original	Muscle Of Leg	Roadmap	Single	Muscle Of Leg
Combat	R_ENCBS615YKY	-0.0776832233998455	Cosine	Spearman	Original	Small Intestine	Roadmap	Single	Intestine
Combat	E_409AIP_174MRL	-0.189522173213375	Cosine	Spearman	Original	Transverse Colon	ENCODE	Paired	Transverse Colon
Combat	E_111ENC_780AAA_716AAA_051SJH_731AAA_734AAA_733AAA_732AAA	0.100732512891552	Cosine	Spearman	Original	H1-Hesc	ENCODE	Single	H1-Hesc
Combat	B_S00BXV11	0.539199359729736	Cosine	Spearman	Original	Macrophage	Blueprint	Single	Macrophage
Combat	E_477CHZ_628ENC_626ENC	0.556068306980389	Cosine	Spearman	Original	Cd14-Positive Monocyte	ENCODE	Single	Monocyte
Combat	R_ENCBS345TTL	0.0481005779587718	Cosine	Spearman	Original	Muscle Of Back	Roadmap	Single	Muscle Of Back
Combat	E_077RUJ	0.263350033612712	Cosine	Spearman	Original	Hepatocyte	ENCODE	Paired	Hepatocyte
Combat	B_S005EJ11	0.562266084801204	Cosine	Spearman	Original	Acute Myeloid Leukemia	Blueprint	Paired	Acute Myeloid Leukemia
Combat	R_ENCBS645JEU	-0.368516414519432	Cosine	Spearman	Original	Ovary	Roadmap	Single	Ovary
Combat	R_ENCBS054WKY	0.0486931310995564	Cosine	Spearman	Original	Muscle Of Arm	Roadmap	Single	Muscle Of Arm
Combat	B_S00XWJ11	0.532728174020311	Cosine	Spearman	Original	Acute Myeloid Leukemia	Blueprint	Paired	Acute Myeloid Leukemia
Combat	B_C005PS12	0.571571254383185	Cosine	Spearman	Original	Cd14-Positive, Cd16-Negative Classical Monocyte	Blueprint	Paired	Monocyte
Combat	R_ENCBS917VNB	0.564359795663783	Cosine	Spearman	Original	Right Lung	Roadmap	Single	Lung
Combat	B_S00D0F11	0.546785716557809	Cosine	Spearman	Original	Acute Myeloid Leukemia	Blueprint	Paired	Acute Myeloid Leukemia
Combat	R_ENCBS026RJE	0.113492744654082	Cosine	Spearman	Original	Renal Cortex Interstitium 	Roadmap	Single	Kidney
Combat	R_ENCBS620YJZ	0.120092466664924	Cosine	Spearman	Original	Renal Cortex Interstitium 	Roadmap	Single	Kidney
Combat	B_C0011IB1	0.559695078375417	Cosine	Spearman	Original	Cd14-Positive Monocyte	Blueprint	Paired	Monocyte
Combat	R_ENCBS914JTX	0.0398096445781385	Cosine	Spearman	Original	Pancreas	Roadmap	Single	Pancreas
Combat	B_S00CYP11	0.540347691223058	Cosine	Spearman	Original	Acute Myeloid Leukemia	Blueprint	Paired	Acute Myeloid Leukemia
Combat	R_ENCBS180EDA	-0.0462348965880556	Cosine	Spearman	Original	Skin Fibroblast	Roadmap	Single	Fibroblast
Combat	B_S008H111	0.557447219421909	Cosine	Spearman	Original	Cd4-Positive, Alpha-Beta T Cell	Blueprint	Paired	T-Cell
Combat	R_ENCBS448HVV	0.110419465098418	Cosine	Spearman	Original	Renal Cortex Interstitium 	Roadmap	Single	Kidney
Combat	R_ENCBS143LJK	0.602823991805222	Cosine	Spearman	Original	Left Lung	Roadmap	Single	Lung
Combat	B_S00CWT11	0.532784055392446	Cosine	Spearman	Original	Acute Myeloid Leukemia	Blueprint	Paired	Acute Myeloid Leukemia
Combat	B_S00B0N11	0.438524187239806	Cosine	Spearman	Original	Chronic Lymphocytic Leukemia	Blueprint	Paired	Lymphocytic Leukemia
Combat	R_ENCBS992XAC	0.0549471764248314	Cosine	Spearman	Original	Muscle Of Trunk	Roadmap	Single	Muscle Of Trunk
Combat	R_ENCBS180RZG	0.03618319831489	Cosine	Spearman	Original	Muscle Of Arm	Roadmap	Single	Muscle Of Arm
Combat	R_ENCBS754TWW_ENCBS048TNH	0.308950392923989	Cosine	Spearman	Original	Imr-90	Roadmap	Single	Imr-90
Combat	R_ENCBS143XQJ	0.0474245147380426	Cosine	Spearman	Original	Muscle Of Leg	Roadmap	Single	Muscle Of Leg
Combat	R_ENCBS529UES	-0.0751477698529502	Cosine	Spearman	Original	Small Intestine	Roadmap	Single	Intestine
Combat	B_S005FH11	0.544939174953307	Cosine	Spearman	Original	Acute Myeloid Leukemia	Blueprint	Paired	Acute Myeloid Leukemia
Combat	R_ENCBS785KTZ	0.0839904890034531	Cosine	Spearman	Original	Renal Pelvis	Roadmap	Single	Kidney
Combat	R_ENCBS434EOI	0.0802104472562677	Cosine	Spearman	Original	Kidney	Roadmap	Single	Kidney
Combat	R_ENCBS291NHF	-0.155968194441488	Cosine	Spearman	Original	Stomach	Roadmap	Single	Stomach
Combat	R_ENCBS172XKB	-0.359120388254752	Cosine	Spearman	Original	Heart	Roadmap	Single	Heart
Combat	B_S00HTF11	0.551263595300751	Cosine	Spearman	Original	Macrophage – B-Glucan	Blueprint	Paired	Macrophage – B-Glucan
Combat	R_ENCBS599HUG	-0.339683436928729	Cosine	Spearman	Original	Spleen	Roadmap	Single	Spleen
Combat	X4102	0.245918015089509	Cosine	Spearman	Original	Hepatocyte	DEEP	Paired	Hepatocyte
Combat	X4125	0.280083887175512	Cosine	Spearman	Original	Hepatocyte	DEEP	Paired	Hepatocyte
Combat	R_ENCBS421OZO	0.596347673453892	Cosine	Spearman	Original	Right Lung	Roadmap	Single	Lung
Combat	B_S00Y1311	0.531162267438508	Cosine	Spearman	Original	Acute Myeloid Leukemia	Blueprint	Paired	Acute Myeloid Leukemia
Combat	B_S00CS011	0.52745567444723	Cosine	Spearman	Original	Macrophage - Lps	Blueprint	Single	Macrophage - Lps
Combat	R_ENCBS246MHN	-0.119639601366166	Cosine	Spearman	Original	Stomach	Roadmap	Single	Stomach
Combat	R_ENCBS699KFK	-0.0460253967494595	Cosine	Spearman	Original	Large Intestine	Roadmap	Single	Intestine
Combat	E_234AAA	-0.251894730917668	Cosine	Spearman	Original	Lhcn-M2	ENCODE	Single	Lhcn-M2
Combat	B_S013SS11	0.571272811011124	Cosine	Spearman	Original	Acute Myeloid Leukemia	Blueprint	Paired	Acute Myeloid Leukemia
Combat	R_ENCBS674SNK	0.115329343885048	Cosine	Spearman	Original	Left Renal Cortex Interstitium	Roadmap	Single	Kidney
Combat	B_S00CTZ11	0.547071264228608	Cosine	Spearman	Original	Macrophage – B-Glucan	Blueprint	Paired	Macrophage – B-Glucan
Combat	R_ENCBS867ILV	-0.0544652301197429	Cosine	Spearman	Original	Large Intestine	Roadmap	Single	Intestine
Combat	B_S00Y6U11	0.552321042804227	Cosine	Spearman	Original	Acute Myeloid Leukemia	Blueprint	Paired	Acute Myeloid Leukemia
Combat	R_ENCBS796DWQ	-0.406060428335407	Cosine	Spearman	Original	Testis	Roadmap	Single	Testis
Combat	R_ENCBS341OKA	-0.354765004203982	Cosine	Spearman	Original	Ovary	Roadmap	Single	Ovary
Combat	X4116	0.253764848888093	Cosine	Spearman	Original	Hepatocyte	DEEP	Paired	Hepatocyte
Combat	B_S00D5511	0.551971016627119	Cosine	Spearman	Original	Acute Myeloid Leukemia	Blueprint	Paired	Acute Myeloid Leukemia
Combat	R_ENCBS263ZZU	0.0809264200758288	Cosine	Spearman	Original	Kidney	Roadmap	Single	Kidney
Combat	R_ENCBS159PIU	-0.131451434289969	Cosine	Spearman	Original	Stomach	Roadmap	Single	Stomach
Combat	X4111	0.269610184686862	Cosine	Spearman	Original	Hepatocyte	DEEP	Paired	Hepatocyte
Combat	E_852WTL_483ENC	0.563060705631342	Cosine	Spearman	Original	B Cell	ENCODE	Single	B Cell
Combat	B_S00HSH11	0.5477848263651	Cosine	Spearman	Original	Macrophage - Lps	Blueprint	Single	Macrophage - Lps
Combat	R_ENCBS376PWL	0.108971554370695	Cosine	Spearman	Original	Left Renal Cortex Interstitium	Roadmap	Single	Kidney
Combat	R_ENCBS262QPN	0.0803479926349827	Cosine	Spearman	Original	Renal Pelvis	Roadmap	Single	Kidney
Combat	E_328AAA	-0.183466721834128	Cosine	Spearman	Original	Skeletal Muscle Myoblast	ENCODE	Single	Skeletal Muscle Myoblast
Combat	R_ENCBS478OZL	0.0803406241325516	Cosine	Spearman	Original	Kidney	Roadmap	Single	Kidney
Combat	R_ENCBS993PWO	0.599419993673292	Cosine	Spearman	Original	Right Lung	Roadmap	Single	Lung
Combat	B_S00B2J11	0.43692114173882	Cosine	Spearman	Original	Chronic Lymphocytic Leukemia	Blueprint	Paired	Lymphocytic Leukemia
Combat	R_ENCBS384LIR	0.0499721862210633	Cosine	Spearman	Original	Muscle Of Back	Roadmap	Single	Muscle Of Back
Combat	R_ENCBS023IXF	0.01645394192794	Cosine	Spearman	Original	Muscle Of Leg	Roadmap	Single	Muscle Of Leg
Combat	B_S00HRJ11	0.547011698370399	Cosine	Spearman	Original	Macrophage	Blueprint	Single	Macrophage
Combat	E_589ENC_591ENC_818IBE_567ENC_565ENC_569ENC_564ENC_563ENC_586ENC	-0.095408888437022	Cosine	Spearman	Original	Keratinocyte	ENCODE	Single	Keratinocyte
Combat	R_ENCBS117CVU	0.599533624069251	Cosine	Spearman	Original	Left Lung	Roadmap	Single	Lung
Combat	R_ENCBS078XUR	0.597309539400229	Cosine	Spearman	Original	Left Lung	Roadmap	Single	Lung
Combat	B_S004BT12	0.603720508403935	Cosine	Spearman	Original	Cd34-Negative, Cd41-Positive, Cd42-Positive Megakaryocyte Cell	Blueprint	Paired	Megakaryocyte
Combat	B_S00CR211	0.537244125786026	Cosine	Spearman	Original	Macrophage	Blueprint	Single	Macrophage
Combat	B_S00Y4Y11	0.561968255510155	Cosine	Spearman	Original	Acute Myeloid Leukemia	Blueprint	Paired	Acute Myeloid Leukemia
Combat	R_ENCBS136SDO	0.0430555866585795	Cosine	Spearman	Original	Muscle Of Back	Roadmap	Single	Muscle Of Back
Combat	R_ENCBS623YHX	-0.0523907681268286	Cosine	Spearman	Original	Small Intestine	Roadmap	Single	Intestine
Combat	B_S0022I12	0.5634230134287	Cosine	Spearman	Original	Macrophage	Blueprint	Paired	Macrophage
Combat	R_ENCBS133LAN	-0.0424640833311052	Cosine	Spearman	Original	Small Intestine	Roadmap	Single	Intestine
Combat	B_S0022I14	0.567468579138862	Cosine	Spearman	Original	Inflammatory Macrophage	Blueprint	Paired	Inflammatory Macrophage
Combat	E_524RBS_291PVB	-0.29542719628807	Cosine	Spearman	Original	Prostate Gland	ENCODE	Paired	Prostate Gland
Combat	B_S002S312	0.602793352509905	Cosine	Spearman	Original	Erythroblast	Blueprint	Paired	Erythroblast
Combat	X4101	0.264330657572047	Cosine	Spearman	Original	Hepatocyte	DEEP	Paired	Hepatocyte
Combat	E_018TPT	-0.331170531721603	Cosine	Spearman	Original	Neural Progenitor Cell	ENCODE	Paired	Neural Progenitor Cell
Combat	B_S00JS911	0.549969112526461	Cosine	Spearman	Original	Macrophage – B-Glucan	Blueprint	Paired	Macrophage – B-Glucan
Combat	R_ENCBS383OVQ	-0.111771397522819	Cosine	Spearman	Original	Large Intestine	Roadmap	Single	Intestine
Combat	X4105	0.264259428781012	Cosine	Spearman	Original	Hepatocyte	DEEP	Paired	Hepatocyte
Combat	X4104	0.261789754664265	Cosine	Spearman	Original	Hepatocyte	DEEP	Paired	Hepatocyte
Combat	X4107	0.280056255316921	Cosine	Spearman	Original	Hepatocyte	DEEP	Paired	Hepatocyte
Combat	X4109	0.291377334802365	Cosine	Spearman	Original	Hepatocyte	DEEP	Paired	Hepatocyte
Combat	X4108	0.266248922599574	Cosine	Spearman	Original	Hepatocyte	DEEP	Paired	Hepatocyte
Combat	E_921WWM_472LWI	0.135118081261214	Cosine	Spearman	Original	Gastrocnemius Medialis	ENCODE	Paired	Muscle Of Leg
Combat	R_ENCBS636QOC	0.116764973775386	Cosine	Spearman	Original	Left Renal Cortex Interstitium	Roadmap	Single	Kidney
Combat	R_ENCBS261IIB	0.0396562351690633	Cosine	Spearman	Original	Muscle Of Arm	Roadmap	Single	Muscle Of Arm
Combat	R_ENCBS445IVN	-0.0640452492668727	Cosine	Spearman	Original	Large Intestine	Roadmap	Single	Intestine
Combat	R_ENCBS890NFL	-0.0672787254895809	Cosine	Spearman	Original	Skin Fibroblast	Roadmap	Single	Fibroblast
Combat	R_ENCBS441WEO	-0.0383065541696022	Cosine	Spearman	Original	Stomach	Roadmap	Single	Stomach
Combat	B_S00DFM11	0.328039999249475	Cosine	Spearman	Original	Acute Lymphocytic Leukemia	Blueprint	Paired	Lymphocytic Leukemia
Combat	E_658GLE_376ASB	-0.314043427612371	Cosine	Spearman	Original	Thyroid Gland	ENCODE	Paired	Thyroid Gland
Combat	E_367AAA	-0.0449957600958821	Cosine	Spearman	Original	Fibroblast Of Arm	ENCODE	Paired	Fibroblast
Combat	R_ENCBS825MQT	0.0438833189215614	Cosine	Spearman	Original	Muscle Of Back	Roadmap	Single	Muscle Of Back
Combat	R_ENCBS105LQM	0.0570809817763611	Cosine	Spearman	Original	Hindlimb Muscle	Roadmap	Single	Hindlimb Muscle
Combat	B_S00CXR11	0.548788234739479	Cosine	Spearman	Original	Acute Myeloid Leukemia	Blueprint	Paired	Acute Myeloid Leukemia
Combat	R_ENCBS198CXJ	-0.258372419624266	Cosine	Spearman	Original	Thymus	Roadmap	Single	Thymus
Combat	R_ENCBS988KQJ	0.0568212408659447	Cosine	Spearman	Original	Forelimb Muscle	Roadmap	Single	Forelimb Muscle
Combat	R_ENCBS467PJB	0.601193856286972	Cosine	Spearman	Original	Right Lung	Roadmap	Single	Lung
Combat	R_ENCBS947JRD	0.0567862403177326	Cosine	Spearman	Original	Muscle Of Leg	Roadmap	Single	Muscle Of Leg
Combat	R_ENCBS935VKR	0.0825757365366703	Cosine	Spearman	Original	Right Renal Pelvis	Roadmap	Single	Kidney
Combat	E_371OZD_227VDO	0.392551692054509	Cosine	Spearman	Original	Adrenal Gland	ENCODE	Paired	Intestine
Combat	B_S00D6311	0.555786301957604	Cosine	Spearman	Original	Acute Myeloid Leukemia	Blueprint	Paired	Acute Myeloid Leukemia
Combat	R_ENCBS200XAZ	0.369928568363982	Cosine	Spearman	Original	Adrenal Gland	Roadmap	Single	Kidney
Combat	R_ENCBS034SKE	0.0851448877176683	Cosine	Spearman	Original	Kidney	Roadmap	Single	Kidney
Combat	R_ENCBS373RUA	-0.177303948753578	Cosine	Spearman	Original	Spinal Cord	Roadmap	Single	Spinal Cord
Combat	R_ENCBS055ULH	0.0798628995582647	Cosine	Spearman	Original	Left Renal Pelvis	Roadmap	Single	Kidney
Combat	B_S013N111	0.552804938642055	Cosine	Spearman	Original	Acute Myeloid Leukemia	Blueprint	Paired	Acute Myeloid Leukemia
Combat	R_ENCBS716QQK	-0.0633506886588747	Cosine	Spearman	Original	Stomach	Roadmap	Single	Stomach
Combat	R_ENCBS754ANY	0.0908536349762099	Cosine	Spearman	Original	Left Renal Pelvis	Roadmap	Single	Kidney
Combat	R_ENCBS599YIE	0.243325669730562	Cosine	Spearman	Original	Fibroblast Of Skin Of Abdomen	Roadmap	Single	Fibroblast
Combat	B_S00XXH11	0.537315973264486	Cosine	Spearman	Original	Acute Myeloid Leukemia	Blueprint	Paired	Acute Myeloid Leukemia
Combat	R_ENCBS818WCN	0.124048738428588	Cosine	Spearman	Original	Right Renal Cortex Interstitium	Roadmap	Single	Kidney
Combat	R_ENCBS997WGU	-0.0514153099986049	Cosine	Spearman	Original	Large Intestine	Roadmap	Single	Intestine
Combat	R_ENCBS660CJK	0.400987391461736	Cosine	Spearman	Original	Adrenal Gland	Roadmap	Single	Kidney
Combat	R_ENCBS100DZU	0.119963517872379	Cosine	Spearman	Original	Right Renal Cortex Interstitium	Roadmap	Single	Kidney
Combat	E_020UWI_887WTT	-0.369566559527768	Cosine	Spearman	Original	Uterus	ENCODE	Paired	Uterus
Combat	R_ENCBS859ASH	0.601793947621308	Cosine	Spearman	Original	Left Lung	Roadmap	Single	Lung
Combat	B_C006NSB1	0.595991794061142	Cosine	Spearman	Original	Cd34-Negative, Cd41-Positive, Cd42-Positive Megakaryocyte Cell	Blueprint	Paired	Megakaryocyte
Combat	R_ENCBS878MRX	-0.135395063370425	Cosine	Spearman	Original	Stomach	Roadmap	Single	Stomach
Combat	R_ENCBS300UPT	-0.191438551370698	Cosine	Spearman	Original	Spinal Cord	Roadmap	Single	Spinal Cord
Combat	E_665DRD	-0.189190094887076	Cosine	Spearman	Original	Skeletal Muscle Myoblast	ENCODE	Single	Skeletal Muscle Myoblast
Combat	B_S001MJ12	0.565920480906422	Cosine	Spearman	Original	Inflammatory Macrophage	Blueprint	Paired	Inflammatory Macrophage
Combat	B_S00Y0511	0.521317934727577	Cosine	Spearman	Original	Acute Myeloid Leukemia	Blueprint	Paired	Acute Myeloid Leukemia
Combat	E_112ENC_124GGK_774AAA_719AAA_743IPG	-0.121833915791297	Cosine	Spearman	Original	Endothelial Cell Of Umbilical Vein	ENCODE	Single	Endothelial Cell Of Umbilical Vein
Combat	B_S001S714	0.571662138373031	Cosine	Spearman	Original	Macrophage	Blueprint	Paired	Macrophage
Combat	B_S013RU11	0.549575486597467	Cosine	Spearman	Original	Acute Myeloid Leukemia	Blueprint	Paired	Acute Myeloid Leukemia
Combat	R_ENCBS174IGM	0.0490505051181435	Cosine	Spearman	Original	Muscle Of Back	Roadmap	Single	Muscle Of Back
Combat	R_ENCBS516CJQ	0.0437089302252061	Cosine	Spearman	Original	Muscle Of Arm	Roadmap	Single	Muscle Of Arm
Combat	E_374AAA	-0.232681770745748	Cosine	Spearman	Original	Bipolar Spindle Neuron	ENCODE	Paired	Bipolar Spindle Neuron
Combat	R_ENCBS407ALA	-0.355194511517003	Cosine	Spearman	Original	Heart	Roadmap	Single	Heart
Combat	E_485ENC	0.50056338136866	Cosine	Spearman	Original	Hematopoietic Multipotent Progenitor Cell	ENCODE	Single	Hematopoietic Multipotent Progenitor Cell
Combat	R_ENCBS011TVS	0.0556385907631976	Cosine	Spearman	Original	Muscle Of Leg	Roadmap	Single	Muscle Of Leg
Combat	R_ENCBS281CNH	0.118057531910186	Cosine	Spearman	Original	Left Renal Cortex Interstitium	Roadmap	Single	Kidney
Combat	E_297CQV_291AAA_624XJG	-0.11331747209593	Cosine	Spearman	Original	H7-Hesc	ENCODE	Single	H7-Hesc
Combat	B_S013M311	0.578763985282264	Cosine	Spearman	Original	Acute Myeloid Leukemia	Blueprint	Paired	Acute Myeloid Leukemia
Combat	E_340AAA_936GPP_612ENC_613ENC	0.200756904515467	Cosine	Spearman	Original	Fibroblast Of Lung	ENCODE	Single	Fibroblast
Combat	B_S00D4711	0.530125084608444	Cosine	Spearman	Original	Acute Myeloid Leukemia	Blueprint	Paired	Acute Myeloid Leukemia
Combat	B_S00XVL11	0.565350613726848	Cosine	Spearman	Original	Acute Myeloid Leukemia	Blueprint	Paired	Acute Myeloid Leukemia
Combat	E_767POE_974EYF	-0.187072098624706	Cosine	Spearman	Original	Transverse Colon	ENCODE	Paired	Transverse Colon
Combat	R_ENCBS855RFN	0.0851295366709367	Cosine	Spearman	Original	Right Renal Pelvis	Roadmap	Single	Kidney
Combat	R_ENCBS226ZND	0.102927540251536	Cosine	Spearman	Original	Left Renal Pelvis	Roadmap	Single	Kidney
Combat	R_ENCBS578HBL	-0.00344084095891392	Cosine	Spearman	Original	Stomach	Roadmap	Single	Stomach
Combat	E_044KWE	-0.357739740487699	Cosine	Spearman	Original	Neural Progenitor Cell	ENCODE	Paired	Neural Progenitor Cell
Combat	E_004ENC_008ENC	0.220827862120393	Cosine	Spearman	Original	Fibroblast Of Lung	ENCODE	Single	Fibroblast
Combat	R_ENCBS517FUR	0.0385779726662471	Cosine	Spearman	Original	Muscle Of Leg	Roadmap	Single	Muscle Of Leg
Combat	R_ENCBS145EYH	0.0809196656152669	Cosine	Spearman	Original	Right Renal Pelvis	Roadmap	Single	Kidney
Combat	R_ENCBS257BTU	0.085144273675799	Cosine	Spearman	Original	Left Renal Pelvis	Roadmap	Single	Kidney
Combat	R_ENCBS008QPC	0.118509400067494	Cosine	Spearman	Original	Psoas Muscle	Roadmap	Single	Psoas Muscle
Combat	B_S013QW11	0.529123518477103	Cosine	Spearman	Original	Acute Myeloid Leukemia	Blueprint	Paired	Acute Myeloid Leukemia
Combat	R_ENCBS090AGL	0.0196789047211009	Cosine	Spearman	Original	Muscle Of Arm	Roadmap	Single	Muscle Of Arm
Combat	R_ENCBS610XAP	0.0907903886636758	Cosine	Spearman	Original	Left Kidney	Roadmap	Single	Kidney
Combat	B_S00D3911	0.530378700066595	Cosine	Spearman	Original	Acute Myeloid Leukemia	Blueprint	Paired	Acute Myeloid Leukemia
Combat	E_369AAA	-0.259663212903259	Cosine	Spearman	Original	Bipolar Spindle Neuron	ENCODE	Paired	Bipolar Spindle Neuron
Combat	R_ENCBS220QDW	-0.0912400630193177	Cosine	Spearman	Original	Stomach	Roadmap	Single	Stomach
Combat	R_ENCBS136EGD	0.0624679959775037	Cosine	Spearman	Original	Muscle Of Back	Roadmap	Single	Muscle Of Back
Combat	R_ENCBS054CPR	-0.251796619135277	Cosine	Spearman	Original	Thymus	Roadmap	Single	Thymus
Combat	R_ENCBS516MKG	0.592526006839517	Cosine	Spearman	Original	Left Lung	Roadmap	Single	Lung
Combat	B_C001UYB4	0.555399571110225	Cosine	Spearman	Original	Cd14-Positive Monocyte	Blueprint	Paired	Monocyte
Combat	E_021ENC	-0.369177831426945	Cosine	Spearman	Original	Astrocyte	ENCODE	Single	Astrocyte
Combat	E_942WBM_724UYV	0.344197167602602	Cosine	Spearman	Original	Adrenal Gland	ENCODE	Paired	Intestine
Combat	E_526EMC	-0.270910362776572	Cosine	Spearman	Original	Myotube	ENCODE	Single	Myotube
Combat	B_S00JRB11	0.539214711755048	Cosine	Spearman	Original	Macrophage - Lps	Blueprint	Single	Macrophage - Lps
Combat	R_ENCBS405WVO	0.239836018208521	Cosine	Spearman	Original	Fibroblast Of Skin Of Abdomen	Roadmap	Single	Fibroblast
Combat	R_ENCBS142XDW	0.0850736588608337	Cosine	Spearman	Original	Renal Pelvis	Roadmap	Single	Kidney
Combat	R_ENCBS183TBX	0.1215213420947	Cosine	Spearman	Original	Right Renal Cortex Interstitium	Roadmap	Single	Kidney
Combat	R_ENCBS574MIZ	0.596930566674246	Cosine	Spearman	Original	Left Lung	Roadmap	Single	Lung
Combat	B_S00XYF11	0.558926098174371	Cosine	Spearman	Original	Acute Myeloid Leukemia	Blueprint	Paired	Acute Myeloid Leukemia
Combat	X4103	0.256454349790965	Cosine	Spearman	Original	Hepatocyte	DEEP	Paired	Hepatocyte
Combat	B_S00JQD11	0.546104086633966	Cosine	Spearman	Original	Macrophage	Blueprint	Single	Macrophage
Combat	B_S002R512	0.584085449458696	Cosine	Spearman	Original	Erythroblast	Blueprint	Paired	Erythroblast
Combat	E_0052WQU	-0.371151959028595	Cosine	Spearman	Original	Astrocyte	ENCODE	Single	Astrocyte
Combat	R_ENCBS827OFK	0.090443455007542	Cosine	Spearman	Original	Right Renal Pelvis	Roadmap	Single	Kidney
Combat	R_ENCBS892WJE	0.0354936261106402	Cosine	Spearman	Original	Muscle Of Arm	Roadmap	Single	Muscle Of Arm
Combat	B_S00C0J11	0.557296327167272	Cosine	Spearman	Original	Macrophage – B-Glucan	Blueprint	Paired	Macrophage – B-Glucan
Combat	R_ENCBS479AOA	0.0572983536020997	Cosine	Spearman	Original	Muscle Of Back	Roadmap	Single	Muscle Of Back
Combat	R_ENCBS645HGQ	0.049450862266114	Cosine	Spearman	Original	Muscle Of Back	Roadmap	Single	Muscle Of Back
Combat	B_S00D1D11	0.516417568248055	Cosine	Spearman	Original	Acute Myeloid Leukemia	Blueprint	Paired	Acute Myeloid Leukemia
Combat	B_C005VG11	0.562819371793441	Cosine	Spearman	Original	Macrophage	Blueprint	Paired	Macrophage
